pseudoword,en_word,en_sense,it_word,it_sense,es_word,es_sense,fr_word,fr_sense,common_synset_id
tempo-temps-tiempo-temps,tempo,tempo,temps,tempo_(musica),tiempo,tempo,temps,tempo,bn:00060099n
